text,class
" this is the best brand of slippers i have ever owned! i have a cute pink pair that i slip into the minute i get home. they have lasted for several years now and they are still in good shape. these slippers are so comfortable and they stay on my feet without any effort. they are very soft and keep my feet plenty warm and my feet never sweat in them even without socks! this style runs large and i wear a 1/2 size smaller than my normal shoe size in these slippers. after wearing them the first week i noticed they got a little roomier but they still stay on just fine. they are my only pair of house shoes at the moment. i just ordered a new pair in a different style (in pink of course) and i have no doubt they will be just as good as this pair was to me. try dearfoams and your feet will thank you ",positive
" quality product exactly what i wanted but it runs large. i wear a half size bought the size larger & now think i'll buy the smaller size ",positive
" very warm and comfortable for the price. for any price really. nice looks good feels comfy keeps warm and cuts wind without reducing hearing in the least ",positive
" good bag i thought it was a little bigger but it worked out great ",positive
" i purchased these for my mother as a christmas present. they are so soft to the touch and i was able to get them in a 7.5 wide which is unusual. the color is nice too ",positive
" esta tienda es muy rapida en contestar y enviar el producto adquirido. es toy muy contento con el producto que adquiri por que es exactamente lo que deseaba. ",positive
" very comfortable and feel. no one makes it like under armour ",positive
" brand new tags and everything !!! arrived within a week no glitches. just like ordering new from catalog. will search and order again for merchandise all at fairer price or even 50 cut of new brand name items that either are not in stock in your size or can't be found in store or are marked up 20% 0r more! luuvv itt!!!!!!! bonni ",positive
" this item was shipped quickly and on time. it stands out not the same-old same-old zip-up hoodie. would recommend this seller and item-(to any yankee fan). thanks for reading. = ",positive
" i got 3 sets of these boxers not knowing much about the quality fitting material etc... all i have to say is these are well worth for the price ",positive
" this swim jock is a great all around jock. very durable and very comfortable pouch and straps. mine has taken a beating and has not fallen apart like other jocks i own. the swim style is cut very low in front with a fairly small pouch. not only is it great for working out under your workout pants or shorts it actually turns out to be a very sexy pair of underwear for everyday or play. the low rise cut pairs very well with low rise jeans not to mention the barely there skimpy factor. heat it up a little and try this jock under your low cut jeans.....looks and feels hot! if you're looking for a jock with less coverage and a lower waistband or just a comfortable sexy pair of underwear this jock is a great buy for the price. ",positive
" i made a poopie in my pantys so you are mean i love camo hats i'm 5 and i live in new york city in a apratmant that is fancy so you are stupiodo haeds.ps im in the army ",positive
" the fatigues were just what my son wanted. the only thing wrong was that there was no inseam available to order. i guess on fatigues you are suppose to use the drawstring at the bottom. but my son didn't want that so i had to hem about four inches on each leg. other than that it was an excellent product ",positive
" this top runs small so order next size up. vibrant colors nice fabric comfy attractive fit. ",positive
" the product arrives just as shown. sturdy attractive leather. just the right size for small items. this is an a++ product ",positive
" good quality well built vest of full bodied fleece. vest is slightly fitted at the waist for a feminine look and the arm holes are neatly close fitting to keep the warmth in. sizes run alittle large. i love my extra small vest and my daughter loves her small vest ",positive
" i bought this because i needed something to run in as well as use as an all around light weight jacket this does the trick very light great in the rain. i am very pleased with the product and the customer service was top notch ",positive
" i bought these boots when they were on sale. definitely worths the money! they look great with skinny jeans tucked in and they are really comfortable. whoever saw my boots loved them ",positive
" i love these shoes they are so comfortable and give great support. these are my second pair. the merchant got them to me really fast and i appreciate that. though when i ordered i thought the amazon site specified free shipping so i was surprised at that ",positive
" i have been a fan of asics shoes for many years my feet tend to overpronate which puts a terrible strain on my knees and arches. asics duomax technology allows me to run comfortably which i love to do but stopped for many years due to the strain on my jointsuntil i found these shoes. i absolutely love these shoes they have helped me regain the confidence and comfort to enjoy running again. this is the only type of shoe i will ever buy and has been the only one i have bought for 7 years now ! i highly recommend this shoe! especially if your feet tend to overpronate ",positive
" my baby loves his new kicks!! they came quick and would recomend them to anyone ",positive
" my husband is a big man and very rough on belts. most belts last him a few weeks. this one has lasted him 3+ years. the only reason i'm buying him a new one is because he's lost so much weight. there's still 'lots of miles' left in the belt i'm replacing. definitely got our money's worth out of it ",positive
" shirt looks good its a tighter fit not lose. color is very dark and looks almost black in some angles ",positive
" the boots arrived packaged in their original packaging and individually wrapped inside. these boots will never disappoint...they are fun warm comfy and stylish! dont forget to spray with silicon before taking them out ",positive
" i bought these just a couple of months ago but i've already put them to the test. i went hiking to a waterfall in mexico i ended up covered in mud my new shoes included. i was worried they would be spoiled (it really was a lot of mud). then i just washed them with running water and all the dirt was gone. besides being really comfortable it's great to know that you can use them in all types of terrain and they will do the job. ",positive
" i love this purse! i just wish i could get it in the emerald color too. i have the magenta. ",positive
" finally! i've been looking for a good bust enhancer for several years. these enhancers are well-shaped and incredibly comfortable. when ordering go ahead and get the b/c size. even if you are an a or low-b. these inserts are a little heavy and require a good bra to conceal and hold them up. i personally recommend using a fashion forms pocket bra style 9400 or a playtex style 4300. order a cup size above what you would normally wear. ",positive
" for me they are very difficult to put on. i have to use a long shoe horn. they aren't tight in fact they are so wonderfully comfortable and warm. they look great if you like the ugg look. i'm hoping when they loosen up they will be easier to put on. the top scrunches down when i put my foot in that is why it is so hard to get them on. it could be me though!otherwise i love everything else about them. van c ",positive
" this was a very nice item. i bought it for my mom for christmas. she loved it. it was shipped very fast and i was informed very well on shipment information. this shoe was a great deal. usually they are pretty expensive but they had a great deal. thanks! ",positive
" very comfortable but the straps keep coming loose. ",positive
" my daughter simply loves this item. very handy compact and versatile. a great wonderful gift for anyone's daughter. ",positive
" these are perfect for low-rise pants. the cut will likely be flattering for any guy. the front pouch design allows for maximum comfort and moveability and i find the fit in the back to be basically great. an essential for those whose jeans hang low ",positive
" the skin fits well & the belt clip works well. it seems a bit bulkier than my friend's zen skin & belt clip...but she paid about $10 more than i did! i would definitely recommend this product. i have yet to use the armband so i can't review that right now. my only issue is the screen protector fits into the window of the skin not zen screen. so the screen protector is smaller than the zen screen. the window of the skin covers a couple millimeters of the top of the screen but that part only tells the time anyway ",positive
" excellent product. item arrived fast and exactly as described. works like a charm. haven't yet had tsa open the lock but it does the job ",positive
" once my best friend described my bra size as beige. meaning that when you shop in the full figure section of a department store you feel like you accidentally walked into your granny's closet. most of the bras are beige with some black or white ones and all are gigantic and ugly. if this sounds familiar to you then this is the bra for you. it looks pretty comes in a variety of colors and i at least was able to jump up and down while wearing it with no negative consequences. the cups do the supporting so the bra doesn't need to have those super-wide heavily padded straps. and it gives a good silhouette under clothes but will also look nice by itself ",positive
" what can i say these are pretty and practical. i know my boyfriend is going to be impressed after the shock wears off. i like these panties i like the lacy look so divine and i like the way they ride pretty low. and they don't show through your clothes. like my dear gal pal ophella i can imagine a naughty situation or two where i could have a little illicit and harmless fun. yikes! what am i saying ",positive
" who hasn't wanted a pair of these since they were a little girl? so glamorous girly and sexy. i was surprised how comfortable they are on the foot. they really do feel like slippers just with the heel as a bonus. i normally wear a 6w or a 6 ½ so these are a little snug but not too bad. so glad i bought them- two pairs red & black. pink will be next.. ",positive
" my son love these shoes i have to stop him from wearing them so much i just wish they came in other colour ",positive
" not all bras are created equal. but what makes it so special? as a fuller figured female let me explain the merits: 1)support - it does a great job. this bra does not sag over the course of the day. your figure looks just as great in the evening as when you put the bra on in the morning. 2)coverage - this gives the modest more coverage so people don't see what you don't want them to see. for starters the fabric is thicker than any bra that i have ever owned. and no this is not a padded bra the material is just thicker. since the material is thicker it means that it is truly opaque. not even with the thinnest and whitest t-shirt will you be embarassed. 3)comfort - this bra is quite comfortable especially considering that it is an underwire. i have not experienced the sensation of underwire digging in nor the straps gouging my shoulders. but on occassion i do feel some pressure from one of the straps (hence the 4 star rating). now there are a few things that may give you pause. 1)price - this bra averages $60-65 in department stores not a cheap undergarment. 2)size - this bra is larger compared to other bras of the same size. what i mean is that the bra has a defined shape... it does not lie flat as the cups are molded. and there is more fabric that connects the cups together. a good descriptive word is substantial but don't think bulky. this bra does disappear under t-shirts giving you a beautiful form rather than a body marked by undergarment lines. this is an undergarment that i intend to buy again... and again... and again ",positive
" excellent quality for the price i paid. very happy with purchase. arrived in a timely manner ",positive
" my husband really likes the intimo men's classic silk pants. they are very comfortable and the color is really nice. he wears them almost every day! the only complaint that we had is that the pants are a little bit short in length ",positive
" this is a great and comfortable bra and it works for me. it's a minimizer and is great for larger sizes. i exercise a lot and it provides great support even good enough for running on the treadmill. i have a few of these same bras that have lasted several years. i am so impressed with them that i looked up the tag numbers on the bras and found this site to purchase more and it is half of what i paid in the mall. now it is all i wear for everyday :) ",positive
" i got this bra at a deeply discounted price when it was on clearance at a nearby store and i didn't realize how much i liked it until i decided to buy another one some time later and panicked when i couldn't make out the writing on the tag. i have been trying to find this dang bra for ages! finally! i found it again! i am so stoked! the one i bought so long ago is my favorite bra and it looks pretty sad by now. like other reviewers' bras mine developed a split in the fabric but it was only after many many washes in the machine rides on the bike exercise dvds naps etc. i like this bra because it fits me so well but also because the fabric is so breathable--no cotton so it dries fast! it is really stable so i actually use mine instead of a sports bra because sports bras suck. if i could i would people the lingerie world with these bras. the only problem a lady might have with this bra is sheerness-related: don't wear it with a sheer shirt! i wish there were another version opaque tapestry maybe. then i'd never buy any other bra ",positive
" i give 5 stars for the easy spirit sandle i ordered i like it. delivery is fast. i will order something else ",positive
" i just love the color and the way it looked on me . it is a very very pretty jacket ",positive
" ...these are comfortable. you can actually forget you're wearing them. and if you are like me and worn just about every thong there is that is huge. i was thinking i should just stop wearing thongs at all until i found these. i've washed my pair a couple times in the regular cycle and dried them and it still is holding up well. i'm back on amazon.com to buy more. go for it girls you won't regret it! sexy and comfy. could you ask for more... i now own three pairs ",positive
" after having plastic tags crack and break off my suitcase a leather bag tag is what i needed. they stay on the suitcase and don't break ",positive
" these shoes not only look great but feel wonderful. they are so light weight and comfortable. great product at a great price ",positive
" this company gave me very good service. they called me personally a couple of times to make sure they had everything correct. i was a bit diappointed that in the bigger sizes the selection of color isn't large but that is okay. they were out of granny apple and so we had to get red ",positive
" very comfortable. better quality than most. good rubber sole and lotsa fur inside. sizing appears to right on for me. i take an 11 shoe and the 11 fits just right. the laces actually do tighten them up and pull the back up so my heels don't pop out as normally happens with a new shoe. i doubt they will last very long outside but who wears slippers to the store?? highly recommended! ",positive
" good construction and material for the price. size seems a bit different in l vs. r unless i am more asymmetrical now than i noticed before? nice sheepskin material. i am hoping this lasts longer than the previous moc i purchased by acorn ",positive
" once while traveling i had a big blister on my heel and needed something that wouldn't rub my heel. i happened to get a pair of crocs since the strap can be moved forward to look like trim over the front. i was pleasantly surprised by the crocs - very cushiony soft like walking on air. also the material is insulating enough to keep your feet warm yet the air holes ventilate enough that your feet don't get sweaty either. i originally got the crocs for temporary use but now i look forward to slipping into them everyday when i get home. it's wonderful to feel such cushioning on my feet with every step. they've replaced my slippers mocassins surf shoes and sandals. ",positive
" this product is what i expected when i buy a carhartt product. it's a quality item and worth the money i spent ",positive
" turf gear is initally marketed for use with football players well i think the year bill clinton became president was the last time i donned shoulder pads but it didn't stop me from being active later in life. with long sleeve turf gear shirts from under armour i was hoping that the product would live up to the description. a long sleeve shirt that is skin tight yet allows your skin to breath? material that wicks sweat away from the skin? sounded almost too good to be true but i took a chance anyways. so far i've used mine both hiking and cycling with the latter getting so much use that i need to order more. despite the tightness of this shirt when you initially put it on it stretches and breathes amazingly well. i was a little leery with the two size charts and actually used amazon's instead of the actual retailer who was selling the under armour product (fogdog) and ended up just fine. works great for working out or any number of outdoor type activities which is what i use mine for. bottom line is that it breathes and stretches well and is very comfortable. i must also add that after several washings and even a bad spill while cycling these shirts are amazingly durable! i feel the price is definitely worth it excuse me while i go order more ",positive
" i love this bag! i purchased the pink/chocolate color and i get alot of compliments on how cute it is. i am in my early 20's and i have a 2 and half year old and this bag can hold what i need for him as well as my things and still not look bulky or overstuffed and at the same time is very stylish. i really like those trendy baby bags for those young moms but they are very expensive. this is lightweight made of cotton so very easy to clean. i chose standard shipping and it came so quickly. i am very satisfied with my purchase ",positive
" i'm very pleased with the comfort and design and appearant durability. i just wish it would get colder and stay cold long enough in arizona to wear them more often: ",positive
" it's just what i wanted. i pulled out the removable sections because i prefer a slimmer feel. ",positive
" these sweaters are a fantastic value for $18. quality is excellent though the colored trim may not appeal to all tastes. note that the fabric is somewhat thicker than most merino wool sweaters and the sizing on this model is a little snugger than the other raffi merino sweaters ",positive
" i was pleased with all purchase. i did not feel that i was given enough consideration on shipping costs as a very old and loyal customer. in addition for reasons that are not clear to me i continue to get duplicate orders or the order is sent to an old address. the return process in this circumstance is cumbersome and communicating with you and receiving a cogent response is quite difficul ",positive
" the disney cars shoes were awesome for my grandson. he loved the racing lights and the wheels on the sides. they are somewhat tight because of the elestic on the insides but they were a big hit for him. ",positive
" having looked extensively for a casual parka that works well with jeans i finally found this one. i ordered on-line and then received a phone call from the company supplying this product through amazon verifying that the size i ordered was correct. the person i spoke with was very friendly and helpful. she helped me decide that i needed a larger size and i'm very glad because when the parka arrived it was the perfect size. i love all the pockets. it has just enough lining to be warm yet comfortable. and best of all it looks great with jeans and other casual clothing. the outer shell is also very soft. ",positive
" i have purchased several shoes from nine west and for the price these are very comfortable boots and of good quality. i would highly recommend them because they are the kind of boot you can wear all day long. the calf of the boot is very generous and the heel height is exquisive for walking in fashion. ",positive
" not as pretty as i hoped on my feet but an overall great shoe and fit. do not regret the purchas ",positive
" i'm a size 0-2 i ordered a size small if i ordered another pair i would probably get a medium due to dryer shrinkage. they fit in every way but they are so revealing i'm barely comfortable going outside. ",positive
" i bought these shoes for my husband. i ordered them on a monday and they were at my house by wednesday! i have owned a pair of real birks before and these look identical to them. my husband loves them and they wre more than half the price of the real ones ",positive
" i ordered this item and a pair of mocha nubuck as well. i've been wearing birks and various varieties of them for years. i'm always very satisfied with the fit delivery time and the customer service that i receive from midwest sports. i wear my clogs in all sorts of weather except when there is fresh snow but as soon the walkways and streets are clear i'm back in them with thicker socks of course. they can be a little stiff at times but once you break them in after a couple weeks of constant wearing you will love them like no other ",positive
" well since i will be using this soon i believe it will be just perfect. holds all the necessary items safely so will let you know when i return from my trip ",positive
" material was not overly thick and designs were great! look good on my daughter ",positive
" at first i thought i wouldn't like this bra because it has to be pulled over you head to put it on. however this is the most comfortable bra i bought and i bought a lot of different kinds. this is perfect for engorgement and just plain daily comfort ",positive
" i'll start with my stats: i'm a size 8 5'2 and i carry my weight in my rear and thighs (all extra 20 pounds of it). this skirt is lovely it hides what should never be seen (refer to the 20 pounds above...) and helps create a slimming line. i've worn it with silk blouses stockings and high heels and i've worn it with slouchy sweaters tights and chunky mary janes -- it works perfectly with both ",positive
" i got these socks as a gift at my baby shower. i've looked everywhere trying to find them so i could buy more. these socks stay on my little boy's feet and are made very well ",positive
" my son really liked this although i recommend that you check sizes exactly as i thought that a size l big kids would be big but it is just the right size for an 11 or 12 year old ",positive
" i love my clarks and i can get such good prices through amazon. i have bought two pairs of clarks with amazon and i plan on buying more in the future. bett ",positive
" the product was as advertised and delivered on time ",positive
" these are great shoes! the shoes are a medium-to-baby pink and they're very high style. the shoes run true to size. the shoes are surprisingly comfortable and i got lots of raves when i wore them to a recent wedding. they're great shoes at a good price ",positive
" i ordered these shoes for my wedding so you can imagine my nervousness. i received them within a week and fell in love! i've shown them to my bridal party and my mother and have received nothing but raves! even at the shoe repair where i had no-skids put on them and the dress shop where i had a fitting no one could take their eyes off my shoes! order a 1/2 size smaller ",positive
" the shoes are comfortable. easy to wear and feel great with or without socks! ",positive
" this is the best of the small front pocket wallets available. other front pocket wallets have gimmicky designs that don't work well. this is designed on the same pattern as a full size wallet only reduced to 4x3 inches. holds three cards bills and id as well as having a little room under the id card for business cards. great buy ",positive
" these are so pleasing on the eye. what can i say besides the fact that these jeans fit great look great and attract alot of attention. buy them!! ",positive
" there so warm and cozy for those long winter nights and they're good for mountian hikers. the keep your feet warm and dry ",positive
" i love this guess oval tag necklace. it is just like the tiffany's oval tag necklace and it has an adorable little rhinestone dangle. the best part is the price. i only had to spend $18.00 for it and there is also a matching bracelet for only $15.00! i would recommend this to anyone of any age ",positive
" my husband thought this was a great shirt as an avid golfer. ",positive
" the whole rubber wristband thing has gotten out of hand. do your part to put it to rest by buying regular wristbands. when it was all for charities before-thats okay. but it is ridiculous now. heres the rules: -livestrong= okay because that was the original -everything else= no. -people who wear like 5 of them= probably the main reason why you'd starting wearing the regular ones. plus they're way better and not some cheap piece of rubber that cost .2 cents to make. anyways... end the fad!!! ",positive
" i love these shoes. i bought 3 colors and they are great! they are very stylish and comfortable and that is hard to find in a dress shoe ",positive
" i got so many compliments on these shoes the first time i wore them to work. they are very pretty and preppy looking. i wore them with slacks and a matching cable knit sweater. the green is very bright so they don't match everything but it's a standout accessory. wore them without socks and had no blisters ",positive
" sharp set of shoes. comfortable too and they fit well. but i believe they were shipped on cinderella's coach - while the mice were still mice. it took forever to arrive so be warned ",positive
" very nice sandal lookes great with a dress or jeans. low enough to wear for hours at a time but high enough heel to make it look chic ",positive
" i liked the shoes they look nice my only concern when i first received them was the quality of the cover leather at the begining it looked like plastic. but otherwise they fit perfectly ",positive
" my husband refused to wear slippers and it was driving me nuts that he walked barefoot all the time he said he could never find slippers that were comfortable enough. since the red sox are his favorite team and the reviews were so good on these particular reebok slippers i thought it was win-win all around so i bought them as part of his valentine's gifts. needless to say they were a big hit he loves them! they are comfortable modern looking and the red soz logo made his day. i would buy these for any sports lover with their favorite team logo on them ",positive
" i bought these for my husband and he loves them. the material is soft and comfortable and they keep his feet warm. they are also easier to slip on and off than his previous pair of slippers. he wears 11 1/2 wide so i got him the xl pair and they fit him well ",positive
" quick shipping and a great product i am looking forward to using it very soon ",positive
" the shoes are not exactly what i wanted bacause i was trying to get the same shoe that i had purchased some years ago. times change and so does style. i searched everywhere and these were the closest to what i wanted. the keds shoes from amazon which i ordered and received on time might i add were more like what we used to call bo bos and the rhyme used to go like this..... bo bos they make your feet feel fine bo bos they cost a dollar 99 bo bos. don't know who made it up even but that was the rhyme we used to sing. i can't explain exactly how the older pair is but there is a slight look and feel of a difference. i still like the older ones better. not sure if i'll ever find the same ones again. oh and one last thing if i could give shoe and clothing stores one tip it would be to make adult sizes for the children's items. they make some really cool things for kids today. like the keds girls' jazzy sneaker. hope it's not just because i haven't grown up yet ",positive
" it is a must have for all monty python and the holy grail fans! ",positive
" bought this as a gift for my husband who loves the movie. he loved it from the minute he saw it. whenever he wears it it seems that someone makes a positive comment about it. it is amazing how many fans of the movie there are. a great gift for holy grail fans ",positive
" my wife used this to get a better fit into her wedding gown. in retrospect she wonders if it would've worked even better if she had worn a traditional strapless bra over the shape and size bra ",positive
" this was a great purchase and i love keen shoes. my only complaint is sweaty feet when it's hot and the shoes don't dry out very quickly ",positive
" my girlfriend thinks they're sexy and they're solid underwear. no swampiness from boxers or boxer briefs. if you're a briefs guys (i switch around) these are the way to go ",positive
" this is exactly what i was looking for. it's longer and perfect for wearing on your hips. feels nice and soft and belt is not stiff ",positive
" this is by far the most comfortable pair of unders i've ever worn. over the years i've gone with boxers and with briefs and in the boxers vs. briefs contest both are losers compared to the contour thong. there's no elastic to chafe the legs yet there is full support. the contour thong has a y thong back and you don't need to have the body of an international male/undergear model to wear these. for any guy with an open mind i recommend these -- just buy one or two pairs and give a try ",positive
" i am very happy with the swimsuit. delivery was as stated. fits wonderfully. the only problem was once i was wearing it a little of the edge of one of the cups was showing but i tucked it in whenever it was noticeable. i was very happy that the suit fit nicely because i was a little worried of having to return for a different size and paying shipping. the size i ordered was the size i normally wear and as i said it fit great ",positive
" great flats! compact and small for those who have too many shoes already. the only thing with these shoes are the elastic part starts hurting the back of my my foot but only happens if you wear them for a long period of time. ",positive
" this is absolutely one of the most comfortable heels i have in my closet. great buy good pric ",positive
" the new balance 991 gl (and 991 and 990 before it) is an outstanding shoe for running and day to day use (even some cross training). i have worn this family of shoes because they provide ample support wear well and are well ventilated. the 991 gl carries on that tradition. hopefully the 992 will be just as good ",positive
" i am not a runner; thus i use the shoes for typical tasks such as shopping errands hanging out etc. i have owned many shoes over the years and these are probably 1 of the 2 most comfortable shoes i have ever owned. i am hooked on the new balance line of running shoes. ",positive
" pros they don't hurt the back of your heels comfortable like walking with socks on cons very thinyou can see your toes thru the fabric on the top. bottom line they are a good buy for the price. very cute stylish and comfortable ",positive
" i bought several things from this seller and this was among my favorites. my husband loved the way i looked in it. i must admit i was not that sure i wanted to buy something like this online...mainly because i am extremely picky with the quality of the things i buy...and also because i tend to be between sizes. but i ordered size 34 and looked perfect on me. i am very pleased with this seller. the order was shipped promptly and arrived in very good condition.. ",positive
" this shoe is great. it even came with an extra pair of shoe strings that had a different design. the only thing that i felt it lacked was extra comfort. i wear skechers and have done so for years and i have had other styles that were more comfortable although this was not top comfort it was definitely wearable and did not hurt my feet. it was a great deal that i just couldn't pass up and definitely worth the price : ",positive
" the moondoggies are very comfy and cute as can be! perfect for wearing to the park with the kids but nice enough to veture out in the evening... i am buying another pair. ",positive
" i am totally satisfied with the merchant and the product ",positive
" everything you need that your ipod didn't come with at one low price. shipped promptly ",positive
" fits great on my ipod nano. does not slip off like other silicone covers. pretty durable and great protective piece for the nano. con: do plastic cover or protection for the screen ",positive
" oh my gosh! i was so excited to see this item. my 15 year old and all of his buddies are big fans of napoleon dynamite and this t-shirt is an exact replica of the one worn during the famous election rally dance! i will be a hit on valentine's day with this gift! ",positive
" i was so impressed with this shirt that i had to buy another for my best friend! it is for her birthday so i have yet to see her expression! but since i thought it was awesome i knew she would love it too. we are both on different bowling leagues and so far everyone else got a kick out of it. my opinion this is where we should get a good team together and order from cruisinusa. i wouldn't mind being a gutter gal so to speak! these shirts are awesome! i give bowlingshirts.com 10 stars!! bravo! ",positive
" my husband the star wars fanatic loves them! very comfy ",positive
" i bought a couple of these bodysuits because i thought that they were quite amusing. the quality seems ok - i have not washed them yet so i can't comment on the color fastness - the dark blue seems a like it may fade.the first thing i noticed was that the bodysuits are very long. they are not the stardard length you get with gerber and carter's etc. the 0-3 mths has the length of a normal 6-9mth bodysuit. the chest area is ok but the armholes are a bit small. in the bigger sizes the armholes seem normal. i have to wait until my son gets here to decide if i will convert the smaller ones into tees. this would have gotten 5 stars if the sizing was right - hope this helps future buyers!!! ",positive
" great item! have already used several times and is exactly as is described ",positive
" this is a really soft and very comfortable pillow. it is priced great a lot cheaper than similar microbead travel pillows. i am very satisfied ",positive
" i couldnt resist these shoes for the price...i've had good experience with bandolino branded shoes. i have two other pairs that are stylish and very comfortable. sure enough this pair of boots are very comfortable too! the color is a great burnished bronze that is a great neutral color to wear (plus metallics are in fashion again). the zip-up is easy and the calf is roomy. i'm very happy with them and would recommend them to anyone who doesn't want to spend 100's of dollars but wants to get the look and comfort of expensive shoes ",positive
" i ordered this boot in a size 7 pewter. very cute boot and fits perfectly. very comfortable fit and feel. everyone who saw them wanted to know where i got them! simply darling boot ",positive
" i have really enjoyed my sunglasses. quick shipment and great price make this a must buy item. would buy from again ",positive
" these wrestling shoes are an awesome buy for a great price. and they were delivered faster than expected ",positive
" this is my 2nd set of these type of curlers. the last ones stayed with me for three years. they are so good i stopped using the big home set and use these type daily. heat up fast great lasting curl (particularly for hard to curl fine hair) and don't even need to leave them in that long. would have given them a 5 - but this set has the awful plastic clips that can leave a kink in the curl. recommend getting or using a set of the old-fashioned wire clips that come with most non-travel sets if you want a smoother curl ",positive
" i bought this pump in bonsai color. the pump was true to size. they are more cute than in the phot ",positive
" this was my first time using amazon and it was great. i have bought other things over the net but by far this was the most seamless. lets do it again next time. lawhote ",positive
" i purchased these boots hoping they would fit and not hurt my feet. i have arthritis in one foot and can hardly wear shoes because of the pain. these boots fit very well look great and i can wear them longer than any shoe i have had in the past year!! i love them ",positive
" i love these shoes! they are so comfy and look good. the price is a bit steep i think but considering i could wear them practically every day and not get tired of them i guess they are worth it. definitely considering purchasing another pair in brown! ",positive
" i ordered 3 products from dance now...none of them fit being at least one size too small. when i contacted dance now regarding this issue they told me that these shoes are sized for women. men need 2 sizes larger in their street shoe size. i found no reference to that detail on the amazon website. dance now representative told me it is referenced on their own website. but amazon does not make that fact known. so now i have 2 orders i have to pay shipping to dance now as well as their exhchange cost. i am a bit unhappy over this ",positive
" these were nice lightweight budget jazz shoes; however they do not fit the same as street shoes despite what the description says. my daughter wears a 2.5 in street shoes and i ordered her a 4 in the jazz bootie thinking there would be plenty of room for growth. wrong! i have to return them and get her at least a 5 or maybe a 5.5. beware ",positive
" i bought these for my husband and he loves them. they're well made and super comfortable. he liked them so much he bought another pair in a different color. highly recommended ",positive
" i bought these for my son and he says they are really comfortable; he wears them when he plays basketball--lots of support and no blisters. i'll most likely buy another pair for him.. ",positive
" i love this bra! it is very comfortable and like the other reviewer said adds a whole cup size! cheaper than victoria's secret and well made ",positive
" beware: this bra will increase the appearance of your breasts a full cup size or more! the only draw back to acquiring this bra is slyly wearing it without family and co-workers knowing something's up. this bra is made from good materials. the cups are thick and smooth and the straps are study and comfortable. the liquid is ample but not noisy or lumpy. the cup fabric is itchy at first but a handwash in woolite will fix that. the only problem i have is that this bra doesn't push the breasts up to the cup! i prefer low-cut blouses and would feel more confident in a push-up design. otherwise it's a truly effective bra to give you non-surgical results ",positive
" these shoes are so cute and sexy! high heels makes a girl look so much longer and leaner! beware though if you've never bought naughtys i would go to a store and try them on first b4 buying online. i wear 8's in everything but these i wear 7.5. love them! ",positive
" these socks are absolutely the best. i take pilates classes and if it is hot your feet can slip off the mat. (not good in the middle of a side plank!)anyway these socks keep your feet planted and dry. one note; make sure not to order them big the idea is that they should be snug ",positive
" i wrote a rave review of these the day i got them. they were absolutely terrific and gave me purchase doing yoga on a slippery rug. however the next time i wore them for a longer session they got stretched out. my toes kept falling out of them and they became twisted around my feet and just generally got in the way. i put on a new pair for another session and when doing any lunges or poses with my legs in a wide stance they were very uncomfortable. oh well. the concept is great but they don't really work unless you're doing very little movement. i wish someone would come up with something like this that does the job ",positive
" i brought a pair of the beach/garden clogs from cozee world the order was shipped quickly and when i realized the size was wrong they even allowe dme to exchange them for the correct size. it was overall good service. thanks ",positive
" i received these today in the mail and am pleased with the way these feel on my feetthey are so comfortable and so easy to slide on ",positive
" we needed a ruch delivery for our vacation of some quality water shoes with a decent price we were treated superbly. our order took less than 3 full days to arrive. we will use amazon again to fine deals and service like this ",positive
" great product with speedy delivery. the shoes arrived before i expected and were exactly what i wanted. thank you! ",positive
" i just recieved my shoes today and can't believe that these shoes fit perfectly. the wide size 8.5 is just what i needed. i am already wearing these shoes with no break in required as i would often have with other shoes. i love the value as i purchased these for only $19.79. ",positive
" the shoes are comfy and of great quality. i wasn't sure if i liked the buckle but decided to risk it b/c of the great price. the buckle is a nice accent and overall i'm am very happy with the shoes. ",positive
" the shoes were in great shape the shipping speed was fast really satisfie ",positive
" i love this umbrella. it's just the right size and works perfectly. it's so pretty that i don't want to get it wet!! ",positive
" these were ordered for my son for regular sledding and tubing activities. he thinks they are warm and comfortable - not stiff like similar snow pants from other manufacturers. they are a great value ",positive
" i love these underwear. i have not bought them from amazon yet but i plan to. i will wear them until jockey stops making them. i have worn these for the past 3 years or so and they are so soft and comfortable. highly recommended ",positive
" good quality product at very reasonable price. postage was quick even though i'm in the uk. all round good service ",positive
" it's nice and has yet to fall apart in 10 belly dancing classes. the only thing is that every other triangle does not have coins so you are only getting half as many coins as pictured. however for the price i would rather that than have it full of coins and falling apart. ",positive
" now this military style combat boot is one of a kind! it takes a while to break it in but after you will enjoy it! it looks so cool just looking at it never mind wearing it! its leather is tops! and it will last a life time! not water proof but great for jungle trekking! shines easy ",positive
" i bought this for my wife as a throw in with more expensive items because it was so cheap.i actualy forgot i even ordered it until it came in. i was pleasantly surprised when she modeled it for me. unlike a lot of stuff it looks exactly like the picture. she is a size small and it fit perfect. this not something most would wear out however as its insanly short which is great for me. the only thing that could improve this piece is a matching thong which is hard to find in lime green so maybe black would be a better choice if your trying to match things up ",positive
" this is an amazing product. i bought one of these along with another swaddle product that did not have the sleepsack feature. believe me there is no comparison. not only is the halo product made better and is more durable and holds the baby better but it is a 2 in 1 so that you can use it as a sleepsack by itself too. i trust this company because the product is recommended by the sids society. i don't have to worry that my baby is going to wriggle out of the swaddle because he is so secure in it. ",positive
